词语, 词性种类, 词义数, 词义序号, 情感分类, 强度, 极性, 辅助情感分类, 强度, 极性, , , 
腆颜, adj, 1.0, 1.0, NG, 1.0, 0.0, , , , , , 
羞答答, adj, 1.0, 1.0, NG, 3.0, 0.0, , , , , , 
惭怍, adj, 1.0, 1.0, NG, 3.0, 2.0, NJ, 1.0, 2.0, , , 
愧悔, adj, 1.0, 1.0, NH, 1.0, 0.0, , , , , , 
背悔, verb, 1.0, 1.0, NH, 3.0, 0.0, , , , , , 
愧痛, adj, 1.0, 1.0, NH, 5.0, 2.0, NB, 5.0, 2.0, , , 
自省, adj, 1.0, 1.0, NH, 1.0, 0.0, , , , , , 
壮志未酬, idiom, 1.0, 1.0, NE, 7.0, 0.0, , , , , , 
惊骇, adj, 1.0, 1.0, NC, 7.0, 0.0, , , , , , 
人心浮动, idiom, 1.0, 1.0, NE, 5.0, 0.0, , , , , , 
惴惴不安, idiom, 1.0, 1.0, NE, 3.0, 0.0, NI, 3.0, 0.0, , , 
焦心, adj, 1.0, 1.0, NE, 3.0, 0.0, , , , , , 
惶惶不安, idiom, 1.0, 1.0, NE, 5.0, 0.0, NI, 3.0, 0.0, , , 
手足无措, idiom, 1.0, 1.0, NI, 5.0, 2.0, NI, 3.0, 2.0, , , 
激切, adj, 1.0, 1.0, PH, 1.0, 1.0, , , , , , 
慌神, adj, 1.0, 1.0, NI, 5.0, 0.0, , , , , , 
性急, adj, 1.0, 1.0, NI, 3.0, 0.0, , , , , , 
恍惚, adj, 1.0, 1.0, NN, 3.0, 0.0, , , , , , 
怀里揣着个小兔子－怦怦直跳, idiom, 1.0, 1.0, NI, 3.0, 0.0, NC, 3.0, 0.0, , , 
胸脯长草－心慌, idiom, 1.0, 1.0, NI, 3.0, 0.0, , , , , , 
举止失措, idiom, 1.0, 1.0, NI, 5.0, 0.0, , , , , , 
慌慌张张, adj, 1.0, 1.0, NI, 3.0, 2.0, , , , , , 
食不甘味, idiom, 1.0, 1.0, NI, 3.0, 2.0, , , , , , 
泡影, noun, 1.0, 1.0, NJ, 5.0, 0.0, , , , , , 
泄劲, adj, 1.0, 1.0, NJ, 5.0, 0.0, , , , , , 
令人遗憾, adj, 1.0, 1.0, NJ, 3.0, 0.0, , , , , , 
意懒心灰, idiom, 1.0, 1.0, NJ, 3.0, 2.0, NB, 1.0, 2.0, , , 
井底捞月, idiom, 1.0, 1.0, NJ, 5.0, 2.0, , , , , , 
难上加难, idiom, 1.0, 1.0, NE, 5.0, 0.0, , , , , , 
不逞, adj, 1.0, 1.0, NJ, 3.0, 2.0, NB, 1.0, 2.0, , , 
妒意, noun, 1.0, 1.0, NK, 3.0, 2.0, , , , , , 
犯红眼病, idiom, 1.0, 1.0, NK, 5.0, 2.0, , , , , , 
疑心, noun, 1.0, 1.0, NL, 7.0, 0.0, , , , , , 
生疑, adj, 1.0, 1.0, NL, 7.0, 0.0, , , , , , 
打问号, idiom, 1.0, 1.0, NL, 5.0, 0.0, , , , , , 
八面光, adj, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
抱残守缺, adj, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
不学无术, idiom, 1.0, 1.0, NN, 7.0, 2.0, , , , , , 
陈词滥调, noun, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
处心积虑, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
贪心, adj, 1.0, 1.0, NN, 7.0, 2.0, ND, 1.0, 2.0, , , 
恭维, verb, 1.0, 1.0, NN, 1.0, 2.0, , , , , , 
千人唱，万人和, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
大同境域, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
海不波溢, idiom, 1.0, 1.0, PH, 5.0, 1.0, PE, 3.0, 1.0, , , 
民和年丰, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
太平盛世, idiom, 1.0, 1.0, PH, 7.0, 1.0, PE, 3.0, 1.0, , , 
道路以目, idiom, 1.0, 1.0, ND, 7.0, 2.0, NC, 5.0, 2.0, , , 
民生凋敝, idiom, 1.0, 1.0, NN, 5.0, 2.0, NJ, 3.0, 2.0, , , 
政荒民弊, idiom, 1.0, 1.0, NN, 9.0, 2.0, , , , , , 
锄强扶弱, idiom, 1.0, 1.0, PH, 3.0, 1.0, PD, 3.0, 1.0, , , 
罚不当罪, idiom, 1.0, 1.0, NN, 3.0, 2.0, , , , , , 
桃李不言，下自成蹊, idiom, 1.0, 1.0, PH, 5.0, 1.0, PD, 3.0, 1.0, , , 
陶情养性, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
尺短寸长, idiom, 1.0, 1.0, PH, 1.0, 1.0, , , , , , 
居之不疑, idiom, 1.0, 1.0, PG, 5.0, 0.0, , , , , , 
披榛采兰, idiom, 1.0, 1.0, PH, 3.0, 1.0, , , , , , 
珊瑚在网, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
八仙过海，各显神通, idiom, 1.0, 1.0, PH, 3.0, 1.0, , , , , , 
独当一面, idiom, 1.0, 1.0, PH, 5.0, 1.0, PD, 3.0, 1.0, , , 
拱揖指挥, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
力所能及, idiom, 1.0, 1.0, PH, 3.0, 1.0, , , , , , 
拔葵去织, idiom, 1.0, 1.0, NN, 7.0, 2.0, , , , , , 
一清如水, idiom, 1.0, 1.0, PH, 7.0, 1.0, PD, 5.0, 1.0, , , 
欺公罔上, idiom, 1.0, 1.0, NN, 9.0, 2.0, ND, 3.0, 2.0, , , 
卖法市恩, idiom, 1.0, 1.0, NN, 9.0, 2.0, ND, 3.0, 2.0, , , 
贪墨成风, idiom, 1.0, 1.0, NN, 9.0, 2.0, ND, 3.0, 2.0, , , 
先天下之忧而忧，后天下之乐而乐, idiom, 1.0, 1.0, PH, 9.0, 1.0, PD, 7.0, 1.0, , , 
胸无宿物, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
扶善惩恶, idiom, 1.0, 1.0, PH, 7.0, 1.0, PD, 3.0, 1.0, , , 
义不容辞, idiom, 1.0, 1.0, PH, 1.0, 1.0, , , , , , 
扶危济困, idiom, 1.0, 1.0, PH, 7.0, 1.0, PD, 3.0, 1.0, , , 
助天为虐, idiom, 1.0, 1.0, NN, 9.0, 2.0, ND, 5.0, 2.0, , , 
信誉卓著, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
久假不归, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
粗茶淡饭, idiom, 1.0, 1.0, NB, 3.0, 0.0, , , , , , 
节用裕民, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
省吃俭用, idiom, 1.0, 1.0, PH, 3.0, 1.0, , , , , , 
浆酒霍肉, idiom, 1.0, 1.0, NN, 9.0, 2.0, ND, 3.0, 2.0, , , 
食前方丈, idiom, 1.0, 1.0, NN, 7.0, 2.0, , , , , , 
别出机杼, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
独树一帜, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
不召而来, idiom, 1.0, 1.0, PA, 5.0, 1.0, , , , , , 
无往不利, idiom, 1.0, 1.0, PA, 7.0, 1.0, PH, 3.0, 1.0, , , 
携泰山以超北海, idiom, 1.0, 1.0, NJ, 3.0, 2.0, , , , , , 
磨砖成镜, idiom, 1.0, 1.0, NJ, 1.0, 2.0, , , , , , 
履虎尾, idiom, 1.0, 1.0, NC, 5.0, 0.0, NI, 3.0, 0.0, , , 
危若朝露, idiom, 1.0, 1.0, NC, 3.0, 0.0, NI, 3.0, 0.0, , , 
奋起直追, idiom, 1.0, 1.0, PH, 3.0, 1.0, , , , , , 
难乎为继, idiom, 1.0, 1.0, NJ, 3.0, 0.0, , , , , , 
逆水行舟, idiom, 1.0, 1.0, NE, 1.0, 0.0, , , , , , 
险阻艰难, idiom, 1.0, 1.0, NJ, 1.0, 2.0, NE, 1.0, 2.0, , , 
负俗之累, idiom, 1.0, 1.0, NE, 5.0, 2.0, NJ, 3.0, 2.0, , , 
进退狼狈, idiom, 1.0, 1.0, NE, 5.0, 2.0, , , , , , 
枯鱼之肆, idiom, 1.0, 1.0, NB, 5.0, 2.0, NE, 3.0, 2.0, , , 
罗雀掘鼠, idiom, 1.0, 1.0, NJ, 3.0, 2.0, NE, 5.0, 2.0, , , 
上天无路，入地无门, idiom, 1.0, 1.0, NJ, 7.0, 0.0, NE, 3.0, 0.0, , , 
窜端匿迹, idiom, 1.0, 1.0, NN, 3.0, 2.0, , , , , , 
走投无路, idiom, 1.0, 1.0, NE, 5.0, 0.0, , , , , , 
韬光养晦, idiom, 1.0, 1.0, PH, 1.0, 1.0, , , , , , 
以升量石, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
苦乐不均, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
天壤之别, idiom, 1.0, 1.0, PH, 3.0, 0.0, , , , , , 
众寡不敌, idiom, 1.0, 1.0, NJ, 5.0, 2.0, , , , , , 
瓜熟蒂落, idiom, 1.0, 1.0, PG, 9.0, 1.0, , , , , , 
龙潭虎窟, idiom, 1.0, 1.0, NC, 5.0, 0.0, , , , , , 
计深虑远, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
升高自下, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
伯仲之间, idiom, 1.0, 1.0, PH, 3.0, 1.0, , , , , , 
千难万险, idiom, 1.0, 1.0, NC, 3.0, 0.0, , , , , , 
畏缩不前, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
回寒倒冷, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
复旧如新, idiom, 1.0, 1.0, PH, 3.0, 1.0, , , , , , 
千虑一失, idiom, 1.0, 1.0, NH, 5.0, 2.0, NJ, 3.0, 2.0, , , 
一念之差, idiom, 1.0, 1.0, NH, 3.0, 2.0, NJ, 3.0, 2.0, , , 
相濡以沫, idiom, 1.0, 1.0, PH, 5.0, 1.0, PG, 3.0, 1.0, , , 
左提右挈, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
管止神行, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
心手相应, idiom, 1.0, 1.0, PH, 5.0, 1.0, PE, 3.0, 1.0, , , 
恐后无凭, idiom, 1.0, 1.0, NC, 1.0, 0.0, NI, 3.0, 0.0, , , 
凿凿有据, idiom, 1.0, 1.0, PG, 3.0, 0.0, , , , , , 
遍地开花, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
一日千里, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
回心转意, idiom, 1.0, 1.0, PE, 5.0, 1.0, , , , , , 
蓬生麻中，不扶自直, idiom, 1.0, 1.0, PH, 5.0, 1.0, PD, 3.0, 1.0, , , 
逾淮之橘, idiom, 1.0, 1.0, NN, 3.0, 2.0, NJ, 1.0, 2.0, , , 
乐极生悲, idiom, 1.0, 1.0, NN, 7.0, 2.0, NB, 5.0, 2.0, , , 
有志不在年高, idiom, 1.0, 1.0, PH, 3.0, 1.0, , , , , , 
群策群力, idiom, 1.0, 1.0, PH, 3.0, 1.0, , , , , , 
移山倒海, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
避实就虚, idiom, 1.0, 1.0, NN, 1.0, 2.0, , , , , , 
扫榻以待, idiom, 1.0, 1.0, PH, 3.0, 1.0, , , , , , 
狐裘羔袖, idiom, 1.0, 1.0, NN, 3.0, 2.0, , , , , , 
清和平允, idiom, 1.0, 1.0, PH, 3.0, 1.0, , , , , , 
老成之见, idiom, 1.0, 1.0, PH, 3.0, 1.0, , , , , , 
昆山片玉, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
忍辱含垢, idiom, 1.0, 1.0, NN, 1.0, 2.0, NE, 3.0, 2.0, , , 
麟肝凤髓, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
希世之宝, idiom, 1.0, 1.0, PH, 7.0, 1.0, PC, 5.0, 1.0, , , 
入乡随俗, idiom, 1.0, 1.0, PH, 3.0, 1.0, , , , , , 
固执己见, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
好丹非素, idiom, 1.0, 1.0, NN, 3.0, 2.0, , , , , , 
人心惟危, idiom, 1.0, 1.0, NN, 7.0, 2.0, NL, 5.0, 2.0, , , 
神鬼莫测, idiom, 1.0, 1.0, PH, 3.0, 3.0, NN, 1.0, 3.0, , , 
眉目不清, idiom, 1.0, 1.0, NN, 3.0, 2.0, , , , , , 
泥古不化, idiom, 1.0, 1.0, NN, 7.0, 2.0, , , , , , 
七老八十, idiom, 1.0, 1.0, NN, 3.0, 0.0, , , , , , 
人生七十古来稀, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
夭桃秾李, idiom, 1.0, 1.0, PH, 7.0, 1.0, PD, 3.0, 1.0, , , 
安贫乐道, idiom, 1.0, 1.0, PH, 3.0, 1.0, , , , , , 
烟霞痼疾, idiom, 1.0, 1.0, NN, 3.0, 2.0, , , , , , 
泣如雨下, idiom, 1.0, 1.0, NB, 5.0, 0.0, , , , , , 
痛哭流涕, idiom, 1.0, 1.0, NB, 7.0, 0.0, , , , , , 
赏罚不明, idiom, 1.0, 1.0, NN, 5.0, 2.0, NJ, 5.0, 2.0, , , 
向平之愿, idiom, 1.0, 1.0, PA, 3.0, 1.0, , , , , , 
诗礼之家, idiom, 1.0, 1.0, PD, 5.0, 1.0, , , , , , 
高门大屋, idiom, 1.0, 1.0, PH, 3.0, 1.0, , , , , , 
赏罚无章, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
蓬户筚门, idiom, 1.0, 1.0, NN, 1.0, 2.0, , , , , , 
蜗舍荆扉, idiom, 1.0, 1.0, NN, 3.0, 2.0, , , , , , 
拈花微笑, idiom, 1.0, 1.0, PA, 3.0, 1.0, , , , , , 
闲情逸致, idiom, 1.0, 1.0, PA, 3.0, 0.0, PE, 3.0, 0.0, , , 
泛萍浮梗, idiom, 1.0, 1.0, NB, 3.0, 0.0, , , , , , 
落魄江湖, idiom, 1.0, 1.0, NB, 3.0, 2.0, , , , , , 
亘古奇闻, idiom, 1.0, 1.0, PC, 9.0, 0.0, , , , , , 
形容憔悴, idiom, 1.0, 1.0, NB, 3.0, 2.0, , , , , , 
病入膏肓, idiom, 1.0, 1.0, NB, 5.0, 2.0, , , , , , 
偕生之疾, idiom, 1.0, 1.0, NB, 3.0, 0.0, , , , , , 
三长两短, idiom, 1.0, 1.0, NB, 3.0, 0.0, NI, 3.0, 0.0, , , 
节哀顺变, idiom, 1.0, 1.0, NB, 3.0, 0.0, , , , , , 
孤苦伶仃, idiom, 1.0, 1.0, NB, 7.0, 0.0, , , , , , 
孤行吊影, idiom, 1.0, 1.0, NB, 5.0, 2.0, NE, 3.0, 2.0, , , 
克绍箕裘, idiom, 1.0, 1.0, PE, 3.0, 1.0, PH, 1.0, 1.0, , , 
不祧之祖, idiom, 1.0, 1.0, PH, 7.0, 1.0, PD, 5.0, 1.0, , , 
立身扬名, idiom, 1.0, 1.0, PH, 5.0, 1.0, PD, 1.0, 1.0, , , 
名重一时, idiom, 1.0, 1.0, PH, 5.0, 1.0, PD, 1.0, 1.0, , , 
妙语解颐, idiom, 1.0, 1.0, PH, 7.0, 1.0, PA, 3.0, 1.0, , , 
持平之论, idiom, 1.0, 1.0, PH, 3.0, 1.0, , , , , , 
一字一板, idiom, 1.0, 1.0, PH, 3.0, 3.0, NN, 1.0, 3.0, , , 
能说会道, idiom, 1.0, 1.0, PH, 3.0, 3.0, NN, 1.0, 3.0, , , 
敏于事，慎于言, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
分毫析厘, idiom, 1.0, 1.0, PH, 3.0, 1.0, , , , , , 
胡说八道, idiom, 1.0, 1.0, NN, 7.0, 2.0, , , , , , 
信口开河, idiom, 1.0, 1.0, NN, 3.0, 2.0, , , , , , 
弄嘴弄舌, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
空头支票, idiom, 1.0, 1.0, NN, 5.0, 2.0, ND, 3.0, 2.0, , , 
言不顾行, idiom, 1.0, 1.0, NN, 3.0, 2.0, , , , , , 
喋喋不休, idiom, 1.0, 1.0, NN, 3.0, 2.0, , , , , , 
妄下雌黄, idiom, 1.0, 1.0, NN, 7.0, 2.0, , , , , , 
不得善终, idiom, 1.0, 1.0, ND, 5.0, 2.0, NN, 3.0, 2.0, , , 
郑人买履, idiom, 1.0, 1.0, NN, 3.0, 2.0, , , , , , 
眉头一皱,计上心头, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
临机应变, idiom, 1.0, 1.0, PH, 3.0, 1.0, , , , , , 
守经达权, idiom, 1.0, 1.0, PH, 1.0, 1.0, , , , , , 
铭感不忘, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
中心藏之, idiom, 1.0, 1.0, PF, 3.0, 0.0, , , , , , 
历历在目, idiom, 1.0, 1.0, PF, 3.0, 0.0, , , , , , 
心知其意, idiom, 1.0, 1.0, PG, 3.0, 1.0, , , , , , 
如梦方醒, idiom, 1.0, 1.0, PA, 3.0, 0.0, , , , , , 
反求诸己, idiom, 1.0, 1.0, PH, 3.0, 1.0, , , , , , 
责躬罪己, idiom, 1.0, 1.0, NH, 3.0, 0.0, , , , , , 
旁敲侧击, idiom, 1.0, 1.0, NN, 3.0, 2.0, , , , , , 
东烘先生, idiom, 1.0, 1.0, NN, 3.0, 2.0, , , , , , 
醉酒妇人, idiom, 1.0, 1.0, NN, 3.0, 2.0, , , , , , 
傍人门户, idiom, 1.0, 1.0, NN, 3.0, 2.0, , , , , , 
莫予毒也, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
挟长挟贵, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
八砖学士, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
欺天罔人, idiom, 1.0, 1.0, NN, 7.0, 2.0, ND, 5.0, 2.0, , , 
甜言蜜语, idiom, 1.0, 1.0, NN, 5.0, 3.0, PB, 3.0, 3.0, , , 
摧眉折腰, idiom, 1.0, 1.0, NN, 3.0, 2.0, , , , , , 
灭顶之灾, idiom, 1.0, 1.0, NC, 9.0, 2.0, NI, 3.0, 2.0, , , 
无妄之灾, idiom, 1.0, 1.0, NE, 5.0, 2.0, , , , , , 
堆金积玉, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
风清月白, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
并日而食, idiom, 1.0, 1.0, NB, 3.0, 2.0, , , , , , 
鳞次栉比, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
环堵萧然, idiom, 1.0, 1.0, NB, 3.0, 2.0, , , , , , 
履穿踵决, idiom, 1.0, 1.0, NB, 3.0, 2.0, , , , , , 
攀高接贵, idiom, 1.0, 1.0, ND, 5.0, 2.0, NN, 3.0, 2.0, , , 
三旬九食, idiom, 1.0, 1.0, NB, 3.0, 2.0, , , , , , 
一人得道，鸡犬升天, idiom, 1.0, 1.0, NN, 5.0, 2.0, ND, 3.0, 2.0, , , 
晚食当肉, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
流言惑众, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
造谣生事, idiom, 1.0, 1.0, ND, 5.0, 2.0, , , , , , 
搬弄是非, idiom, 1.0, 1.0, ND, 5.0, 2.0, NN, 3.0, 2.0, , , 
言三语四, idiom, 1.0, 1.0, ND, 5.0, 2.0, NN, 3.0, 2.0, , , 
苦心经营, idiom, 1.0, 1.0, NE, 3.0, 0.0, , , , , , 
公平交易, idiom, 1.0, 1.0, PH, 3.0, 1.0, , , , , , 
残虐不仁, idiom, 1.0, 1.0, NN, 9.0, 2.0, ND, 7.0, 2.0, , , 
独夫民贼, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
杀人如草, idiom, 1.0, 1.0, NN, 7.0, 2.0, ND, 5.0, 2.0, , , 
图财害命, idiom, 1.0, 1.0, ND, 9.0, 2.0, NN, 9.0, 2.0, , , 
狰狞面目, idiom, 1.0, 1.0, ND, 7.0, 2.0, , , , , , 
如牛负重, idiom, 1.0, 1.0, NE, 3.0, 0.0, , , , , , 
两得其便, idiom, 1.0, 1.0, PA, 3.0, 0.0, , , , , , 
日削月朘, idiom, 1.0, 1.0, ND, 7.0, 2.0, NB, 5.0, 2.0, , , 
疾风知劲草, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
任人宰割, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
严阵以待, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
兵精粮足, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
兵临城下, idiom, 1.0, 1.0, NI, 5.0, 2.0, NC, 3.0, 2.0, , , 
互相残杀, idiom, 1.0, 1.0, NN, 7.0, 2.0, NB, 7.0, 2.0, , , 
首鼠模棱, idiom, 1.0, 1.0, NN, 3.0, 2.0, NL, 3.0, 2.0, , , 
低眉顺眼, idiom, 1.0, 1.0, NN, 3.0, 2.0, , , , , , 
俯首听命, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
仰人鼻息, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
尤而效之, idiom, 1.0, 1.0, NN, 3.0, 2.0, , , , , , 
守钱虏, idiom, 1.0, 1.0, NN, 5.0, 2.0, ND, 3.0, 2.0, , , 
桃代李僵, idiom, 1.0, 1.0, NN, 1.0, 2.0, , , , , , 
捧头鼠窜, idiom, 1.0, 1.0, ND, 7.0, 2.0, NN, 5.0, 2.0, , , 
装疯卖傻, idiom, 1.0, 1.0, NN, 5.0, 2.0, ND, 1.0, 2.0, , , 
佛口蛇心, idiom, 1.0, 1.0, ND, 7.0, 2.0, NN, 5.0, 2.0, , , 
越扶越醉, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
暴虎冯河, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
暮夜无知, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
星飞电急, idiom, 1.0, 1.0, NI, 7.0, 0.0, , , , , , 
刻不容缓, idiom, 1.0, 1.0, NI, 5.0, 0.0, , , , , , 
莫可名状, idiom, 1.0, 1.0, PB, 9.0, 3.0, NE, 3.0, 3.0, , , 
不夷不惠, idiom, 1.0, 1.0, PH, 3.0, 1.0, , , , , , 
倒果为因, idiom, 1.0, 1.0, NN, 7.0, 2.0, , , , , , 
舍本事末, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
方枘圆凿, idiom, 1.0, 1.0, NN, 3.0, 2.0, , , , , , 
牛蹄之涔, idiom, 1.0, 1.0, NE, 7.0, 0.0, NB, 3.0, 0.0, , , 
邂逅相遇, idiom, 1.0, 1.0, PA, 3.0, 1.0, , , , , , 
当场出彩, idiom, 1.0, 1.0, NA, 7.0, 2.0, NG, 3.0, 2.0, , , 
泄露天机, idiom, 1.0, 1.0, NN, 5.0, 0.0, , , , , , 
转祸为福, idiom, 1.0, 1.0, PE, 7.0, 1.0, PA, 3.0, 1.0, , , 
此一时，彼一时, idiom, 1.0, 1.0, NN, 3.0, 2.0, , , , , , 
危机存亡之秋, idiom, 1.0, 1.0, NC, 7.0, 0.0, NI, 3.0, 0.0, , , 
针锋相对, idiom, 1.0, 1.0, NA, 7.0, 0.0, , , , , , 
兄弟阋墙, idiom, 1.0, 1.0, NN, 7.0, 2.0, , , , , , 
牵强附会, idiom, 1.0, 1.0, NN, 5.0, 2.0, NE, 3.0, 2.0, , , 
空穴来风, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
欺良压善, idiom, 1.0, 1.0, NN, 5.0, 2.0, ND, 3.0, 2.0, , , 
肆言谩骂, idiom, 1.0, 1.0, NN, 7.0, 2.0, , , , , , 
悍然不顾, idiom, 1.0, 1.0, NN, 7.0, 2.0, , , , , , 
含垢藏疾, idiom, 1.0, 1.0, NN, 7.0, 2.0, ND, 5.0, 2.0, , , 
败军之将, idiom, 1.0, 1.0, NN, 5.0, 2.0, NG, 5.0, 2.0, , , 
河东狮吼, idiom, 1.0, 1.0, NN, 3.0, 2.0, , , , , , 
咏月嘲风, idiom, 1.0, 1.0, NN, 3.0, 2.0, NE, 3.0, 2.0, , , 
呼朋引类, idiom, 1.0, 1.0, PA, 5.0, 2.0, , , , , , 
拖人下水, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
群龙无首, idiom, 1.0, 1.0, NE, 5.0, 0.0, NI, 3.0, 0.0, , , 
惹火烧身, idiom, 1.0, 1.0, NE, 5.0, 0.0, , , , , , 
引水入墙, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
大呼小叫, idiom, 1.0, 1.0, NN, 3.0, 2.0, NI, 3.0, 2.0, , , 
推三阻四, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
应权通变, idiom, 1.0, 1.0, PH, 3.0, 1.0, , , , , , 
包打天下, idiom, 1.0, 1.0, NN, 5.0, 2.0, , , , , , 
殚精竭虑, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
不了了之, idiom, 1.0, 1.0, NN, 3.0, 2.0, , , , , , 
目无王法, idiom, 1.0, 1.0, NN, 7.0, 2.0, NA, 7.0, 2.0, , , 
金龟换酒, idiom, 1.0, 1.0, PH, 5.0, 1.0, NN, 3.0, 1.0, , , 
春暖花开, idiom, 1.0, 1.0, PB, 5.0, 1.0, PH, 3.0, 1.0, , , 
柳暗花明, idiom, 1.0, 1.0, PA, 5.0, 1.0, PB, 3.0, 1.0, , , 
林寒涧肃, idiom, 1.0, 1.0, NB, 5.0, 0.0, , , , , , 
雪虐风饕, idiom, 1.0, 1.0, NC, 9.0, 2.0, NI, 7.0, 2.0, , , 
惨绿愁红, idiom, 1.0, 1.0, NB, 5.0, 0.0, , , , , , 
火树银花, idiom, 1.0, 1.0, PB, 5.0, 1.0, PA, 1.0, 1.0, , , 
黯然失色, idiom, 1.0, 1.0, NG, 5.0, 2.0, , , , , , 
虎头虎脑, idiom, 1.0, 1.0, PB, 5.0, 1.0, PH, 3.0, 1.0, , , 
窥间伺隙, idiom, 1.0, 1.0, NN, 7.0, 2.0, ND, 5.0, 2.0, , , 
惊弓之鸟, idiom, 1.0, 1.0, NC, 7.0, 2.0, NI, 3.0, 2.0, , , 
打草惊蛇, idiom, 1.0, 1.0, NN, 5.0, 2.0, NI, 3.0, 2.0, , , 
拿糖作醋, idiom, 1.0, 1.0, ND, 5.0, 2.0, NN, 3.0, 2.0, , , 
深图密虑, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
孤掌难鸣, idiom, 1.0, 1.0, NB, 5.0, 0.0, NE, 3.0, 0.0, , , 
文才武略, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
钻天入地, idiom, 1.0, 1.0, PH, 9.0, 1.0, , , , , , 
才气过人, idiom, 1.0, 1.0, PH, 9.0, 1.0, PD, 5.0, 1.0, , , 
公才公望, idiom, 1.0, 1.0, PH, 7.0, 1.0, PD, 5.0, 1.0, , , 
绝世无双, idiom, 1.0, 1.0, PH, 9.0, 1.0, , , , , , 
弸中彪外, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
人中骐骥, idiom, 1.0, 1.0, PH, 7.0, 1.0, , , , , , 
王佐之才, idiom, 1.0, 1.0, PH, 9.0, 1.0, PD, 3.0, 1.0, , , 
崭露头角, idiom, 1.0, 1.0, PH, 5.0, 1.0, , , , , , 
